Measurement_Id,Weather_Origin,Temperature_Origin,Humidity_Origin,Rain_Origin,Snow_Origin,Visibility_Origin,Weather_Destination,Temperature_Destination,Humidity_Destination,Rain_Destination,Snow_Destination,Visibility_Destination
3366,bezchmurnie,25.92,50,0,0,10000,bezchmurnie,25.6,49,0,0,10000
3367,bezchmurnie,25.92,50,0,0,10000,bezchmurnie,25.6,49,0,0,10000
3368,bezchmurnie,25.92,50,0,0,10000,bezchmurnie,25.6,49,0,0,10000
3369,bezchmurnie,25.92,50,0,0,10000,bezchmurnie,25.6,49,0,0,10000
3370,bezchmurnie,25.92,50,0,0,10000,bezchmurnie,25.6,49,0,0,10000
3371,bezchmurnie,26.1,47,0,0,10000,bezchmurnie,26.23,49,0,0,10000
3372,bezchmurnie,26.1,47,0,0,10000,bezchmurnie,26.23,49,0,0,10000
3373,bezchmurnie,26.1,47,0,0,10000,bezchmurnie,26.23,49,0,0,10000
3374,bezchmurnie,26.1,47,0,0,10000,bezchmurnie,26.23,49,0,0,10000
3375,bezchmurnie,26.1,47,0,0,10000,bezchmurnie,26.23,49,0,0,10000
3376,bezchmurnie,26.23,49,0,0,10000,bezchmurnie,26.1,47,0,0,10000
3377,bezchmurnie,26.23,49,0,0,10000,bezchmurnie,26.1,47,0,0,10000
3378,bezchmurnie,26.23,49,0,0,10000,bezchmurnie,26.1,47,0,0,10000
3379,bezchmurnie,26.23,49,0,0,10000,bezchmurnie,26.1,47,0,0,10000
3380,bezchmurnie,26.23,49,0,0,10000,bezchmurnie,26.1,47,0,0,10000
3381,bezchmurnie,26.6,46,0,0,10000,bezchmurnie,26.21,49,0,0,10000
3382,bezchmurnie,26.6,46,0,0,10000,bezchmurnie,26.21,49,0,0,10000
3383,bezchmurnie,26.6,46,0,0,10000,bezchmurnie,26.21,49,0,0,10000
3384,bezchmurnie,26.6,46,0,0,10000,bezchmurnie,26.21,49,0,0,10000
3385,bezchmurnie,26.6,46,0,0,10000,bezchmurnie,26.21,49,0,0,10000
3386,bezchmurnie,26.21,49,0,0,10000,bezchmurnie,26.6,46,0,0,10000
3387,bezchmurnie,26.21,49,0,0,10000,bezchmurnie,26.6,46,0,0,10000
3388,bezchmurnie,26.21,49,0,0,10000,bezchmurnie,26.6,46,0,0,10000
3389,bezchmurnie,26.21,49,0,0,10000,bezchmurnie,26.6,46,0,0,10000
3390,bezchmurnie,26.21,49,0,0,10000,bezchmurnie,26.6,46,0,0,10000
3391,bezchmurnie,26.88,46,0,0,10000,bezchmurnie,26.58,52,0,0,10000
3392,bezchmurnie,26.88,46,0,0,10000,bezchmurnie,26.58,52,0,0,10000
3393,bezchmurnie,26.88,46,0,0,10000,bezchmurnie,26.58,52,0,0,10000
3394,bezchmurnie,26.88,46,0,0,10000,bezchmurnie,26.58,52,0,0,10000
3395,bezchmurnie,26.88,46,0,0,10000,bezchmurnie,26.58,52,0,0,10000
3396,bezchmurnie,26.58,52,0,0,10000,bezchmurnie,26.88,46,0,0,10000
3397,bezchmurnie,26.58,52,0,0,10000,bezchmurnie,26.88,46,0,0,10000
3398,bezchmurnie,26.58,52,0,0,10000,bezchmurnie,26.88,46,0,0,10000
3399,bezchmurnie,26.58,52,0,0,10000,bezchmurnie,26.88,46,0,0,10000
3400,bezchmurnie,26.58,52,0,0,10000,bezchmurnie,26.88,46,0,0,10000
3401,bezchmurnie,27.45,44,0,0,10000,bezchmurnie,26.53,53,0,0,10000
3402,bezchmurnie,27.45,44,0,0,10000,bezchmurnie,26.53,53,0,0,10000
3403,bezchmurnie,27.45,44,0,0,10000,bezchmurnie,26.53,53,0,0,10000
3404,bezchmurnie,27.45,44,0,0,10000,bezchmurnie,26.53,53,0,0,10000
3405,bezchmurnie,27.45,44,0,0,10000,bezchmurnie,26.53,53,0,0,10000
3406,bezchmurnie,26.53,53,0,0,10000,bezchmurnie,27.45,44,0,0,10000
3407,bezchmurnie,26.53,53,0,0,10000,bezchmurnie,27.45,44,0,0,10000
3408,bezchmurnie,26.53,53,0,0,10000,bezchmurnie,27.45,44,0,0,10000
3409,bezchmurnie,26.53,53,0,0,10000,bezchmurnie,27.45,44,0,0,10000
3410,bezchmurnie,26.53,53,0,0,10000,bezchmurnie,27.45,44,0,0,10000
3411,bezchmurnie,26.67,42,0,0,10000,bezchmurnie,27.08,49,0,0,10000
3412,bezchmurnie,26.67,42,0,0,10000,bezchmurnie,27.08,49,0,0,10000
3413,bezchmurnie,26.67,42,0,0,10000,bezchmurnie,27.08,49,0,0,10000
3414,bezchmurnie,26.67,42,0,0,10000,bezchmurnie,27.08,49,0,0,10000
3415,bezchmurnie,26.67,42,0,0,10000,bezchmurnie,27.08,49,0,0,10000
3416,bezchmurnie,27.08,49,0,0,10000,bezchmurnie,26.67,42,0,0,10000
3417,bezchmurnie,27.08,49,0,0,10000,bezchmurnie,26.67,42,0,0,10000
3418,bezchmurnie,27.08,49,0,0,10000,bezchmurnie,26.67,42,0,0,10000
3419,bezchmurnie,27.08,49,0,0,10000,bezchmurnie,26.67,42,0,0,10000
3420,bezchmurnie,27.08,49,0,0,10000,bezchmurnie,26.67,42,0,0,10000
3421,bezchmurnie,27.08,40,0,0,10000,bezchmurnie,27.07,49,0,0,10000
3422,bezchmurnie,27.08,40,0,0,10000,bezchmurnie,27.07,49,0,0,10000
3423,bezchmurnie,27.08,40,0,0,10000,bezchmurnie,27.07,49,0,0,10000
3424,bezchmurnie,27.08,40,0,0,10000,bezchmurnie,27.07,49,0,0,10000
3425,bezchmurnie,27.08,40,0,0,10000,bezchmurnie,27.07,49,0,0,10000
3426,bezchmurnie,27.07,49,0,0,10000,bezchmurnie,27.08,40,0,0,10000
3427,bezchmurnie,27.07,49,0,0,10000,bezchmurnie,27.08,40,0,0,10000
3428,bezchmurnie,27.07,49,0,0,10000,bezchmurnie,27.08,40,0,0,10000
3429,bezchmurnie,27.07,49,0,0,10000,bezchmurnie,27.08,40,0,0,10000
3430,bezchmurnie,27.07,49,0,0,10000,bezchmurnie,27.08,40,0,0,10000
3431,bezchmurnie,27.97,42,0,0,10000,bezchmurnie,27.86,48,0,0,10000
3432,bezchmurnie,27.97,42,0,0,10000,bezchmurnie,27.86,48,0,0,10000
3433,bezchmurnie,27.97,42,0,0,10000,bezchmurnie,27.86,48,0,0,10000
3434,bezchmurnie,27.97,42,0,0,10000,bezchmurnie,27.86,48,0,0,10000
3435,bezchmurnie,27.97,42,0,0,10000,bezchmurnie,27.86,48,0,0,10000
3436,bezchmurnie,27.86,48,0,0,10000,bezchmurnie,27.97,42,0,0,10000
3437,bezchmurnie,27.86,48,0,0,10000,bezchmurnie,27.97,42,0,0,10000
3438,bezchmurnie,27.86,48,0,0,10000,bezchmurnie,27.97,42,0,0,10000
3439,bezchmurnie,27.86,48,0,0,10000,bezchmurnie,27.97,42,0,0,10000
3440,bezchmurnie,27.86,48,0,0,10000,bezchmurnie,27.97,42,0,0,10000
3441,bezchmurnie,28.52,41,0,0,10000,bezchmurnie,28.65,45,0,0,10000
3442,bezchmurnie,28.52,41,0,0,10000,bezchmurnie,28.65,45,0,0,10000
3443,bezchmurnie,28.52,41,0,0,10000,bezchmurnie,28.65,45,0,0,10000
3444,bezchmurnie,28.52,41,0,0,10000,bezchmurnie,28.65,45,0,0,10000
3445,bezchmurnie,28.52,41,0,0,10000,bezchmurnie,28.65,45,0,0,10000
3446,bezchmurnie,28.65,45,0,0,10000,bezchmurnie,28.52,41,0,0,10000
3447,bezchmurnie,28.65,45,0,0,10000,bezchmurnie,28.52,41,0,0,10000
3448,bezchmurnie,28.65,45,0,0,10000,bezchmurnie,28.52,41,0,0,10000
3449,bezchmurnie,28.65,45,0,0,10000,bezchmurnie,28.52,41,0,0,10000
3450,bezchmurnie,28.65,45,0,0,10000,bezchmurnie,28.52,41,0,0,10000
3451,bezchmurnie,29.08,40,0,0,10000,bezchmurnie,29.2,44,0,0,10000
3452,bezchmurnie,29.08,40,0,0,10000,bezchmurnie,29.2,44,0,0,10000
3453,bezchmurnie,29.08,40,0,0,10000,bezchmurnie,29.2,44,0,0,10000
3454,bezchmurnie,29.08,40,0,0,10000,bezchmurnie,29.2,44,0,0,10000
3455,bezchmurnie,29.08,40,0,0,10000,bezchmurnie,29.2,44,0,0,10000
3456,bezchmurnie,29.2,44,0,0,10000,bezchmurnie,29.08,40,0,0,10000
3457,bezchmurnie,29.2,44,0,0,10000,bezchmurnie,29.08,40,0,0,10000
3458,bezchmurnie,29.2,44,0,0,10000,bezchmurnie,29.08,40,0,0,10000
3459,bezchmurnie,29.2,44,0,0,10000,bezchmurnie,29.08,40,0,0,10000
3460,bezchmurnie,29.2,44,0,0,10000,bezchmurnie,29.08,40,0,0,10000
3461,bezchmurnie,29.53,39,0,0,10000,bezchmurnie,30,41,0,0,10000
3462,bezchmurnie,29.53,39,0,0,10000,bezchmurnie,30,41,0,0,10000
3463,bezchmurnie,29.53,39,0,0,10000,bezchmurnie,30,41,0,0,10000
3464,bezchmurnie,29.53,39,0,0,10000,bezchmurnie,30,41,0,0,10000
3465,bezchmurnie,29.53,39,0,0,10000,bezchmurnie,30,41,0,0,10000
3466,bezchmurnie,30,41,0,0,10000,bezchmurnie,29.53,39,0,0,10000
3467,bezchmurnie,30,41,0,0,10000,bezchmurnie,29.53,39,0,0,10000
3468,bezchmurnie,30,41,0,0,10000,bezchmurnie,29.53,39,0,0,10000
3469,bezchmurnie,30,41,0,0,10000,bezchmurnie,29.53,39,0,0,10000
3470,bezchmurnie,30,41,0,0,10000,bezchmurnie,29.53,39,0,0,10000
3471,bezchmurnie,29.87,38,0,0,10000,bezchmurnie,30.03,41,0,0,10000
3472,bezchmurnie,29.87,38,0,0,10000,bezchmurnie,30.03,41,0,0,10000
3473,bezchmurnie,29.87,38,0,0,10000,bezchmurnie,30.03,41,0,0,10000
3474,bezchmurnie,29.87,38,0,0,10000,bezchmurnie,30.03,41,0,0,10000
3475,bezchmurnie,29.87,38,0,0,10000,bezchmurnie,30.03,41,0,0,10000
3476,bezchmurnie,30.03,41,0,0,10000,bezchmurnie,29.87,38,0,0,10000
3477,bezchmurnie,30.03,41,0,0,10000,bezchmurnie,29.87,38,0,0,10000
3478,bezchmurnie,30.03,41,0,0,10000,bezchmurnie,29.87,38,0,0,10000
3479,bezchmurnie,30.03,41,0,0,10000,bezchmurnie,29.87,38,0,0,10000
3480,bezchmurnie,30.03,41,0,0,10000,bezchmurnie,29.87,38,0,0,10000
3481,bezchmurnie,29.42,41,0,0,10000,bezchmurnie,30.28,40,0,0,10000
3482,bezchmurnie,29.42,41,0,0,10000,bezchmurnie,30.28,40,0,0,10000
3483,bezchmurnie,29.42,41,0,0,10000,bezchmurnie,30.28,40,0,0,10000
3484,bezchmurnie,29.42,41,0,0,10000,bezchmurnie,30.28,40,0,0,10000
3485,bezchmurnie,29.42,41,0,0,10000,bezchmurnie,30.28,40,0,0,10000
3486,bezchmurnie,30.28,40,0,0,10000,bezchmurnie,29.42,41,0,0,10000
3487,bezchmurnie,30.28,40,0,0,10000,bezchmurnie,29.42,41,0,0,10000
3488,bezchmurnie,30.28,40,0,0,10000,bezchmurnie,29.42,41,0,0,10000
3489,bezchmurnie,30.28,40,0,0,10000,bezchmurnie,29.42,41,0,0,10000
3490,bezchmurnie,30.28,40,0,0,10000,bezchmurnie,29.42,41,0,0,10000
3491,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,29.8,44,0,0,10000
3492,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,29.8,44,0,0,10000
3493,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,29.8,44,0,0,10000
3494,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,29.8,44,0,0,10000
3495,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,29.8,44,0,0,10000
3496,bezchmurnie,29.8,44,0,0,10000,bezchmurnie,29.8,39,0,0,10000
3497,bezchmurnie,29.8,44,0,0,10000,bezchmurnie,29.8,39,0,0,10000
3498,bezchmurnie,29.8,44,0,0,10000,bezchmurnie,29.8,39,0,0,10000
3499,bezchmurnie,29.8,44,0,0,10000,bezchmurnie,29.8,39,0,0,10000
3500,bezchmurnie,29.8,44,0,0,10000,bezchmurnie,29.8,39,0,0,10000
3501,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,30.15,42,0,0,10000
3502,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,30.15,42,0,0,10000
3503,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,30.15,42,0,0,10000
3504,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,30.15,42,0,0,10000
3505,bezchmurnie,29.8,39,0,0,10000,bezchmurnie,30.15,42,0,0,10000
3506,bezchmurnie,30.15,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3507,bezchmurnie,30.15,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3508,bezchmurnie,30.15,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3509,bezchmurnie,30.15,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3510,bezchmurnie,30.15,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3511,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.16,42,0,0,10000
3512,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.16,42,0,0,10000
3513,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.16,42,0,0,10000
3514,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.16,42,0,0,10000
3515,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.16,42,0,0,10000
3516,bezchmurnie,30.16,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3517,bezchmurnie,30.16,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3518,bezchmurnie,30.16,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3519,bezchmurnie,30.16,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3520,bezchmurnie,30.16,42,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3521,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.36,41,0,0,10000
3522,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.36,41,0,0,10000
3523,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.36,41,0,0,10000
3524,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.36,41,0,0,10000
3525,bezchmurnie,30.01,37,0,0,10000,bezchmurnie,30.36,41,0,0,10000
3526,bezchmurnie,30.36,41,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3527,bezchmurnie,30.36,41,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3528,bezchmurnie,30.36,41,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3529,bezchmurnie,30.36,41,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3530,bezchmurnie,30.36,41,0,0,10000,bezchmurnie,30.01,37,0,0,10000
3531,bezchmurnie,29.96,37,0,0,10000,bezchmurnie,30.57,39,0,0,10000
3532,bezchmurnie,29.96,37,0,0,10000,bezchmurnie,30.57,39,0,0,10000
3533,bezchmurnie,29.96,37,0,0,10000,bezchmurnie,30.57,39,0,0,10000
3534,bezchmurnie,29.96,37,0,0,10000,bezchmurnie,30.57,39,0,0,10000
3535,bezchmurnie,29.96,37,0,0,10000,bezchmurnie,30.57,39,0,0,10000
3536,bezchmurnie,30.57,39,0,0,10000,bezchmurnie,29.96,37,0,0,10000
3537,bezchmurnie,30.57,39,0,0,10000,bezchmurnie,29.96,37,0,0,10000
3538,bezchmurnie,30.57,39,0,0,10000,bezchmurnie,29.96,37,0,0,10000
3539,bezchmurnie,30.57,39,0,0,10000,bezchmurnie,29.96,37,0,0,10000
3540,bezchmurnie,30.57,39,0,0,10000,bezchmurnie,29.96,37,0,0,10000
3541,bezchmurnie,30,36,0,0,10000,bezchmurnie,30.12,38,0,0,10000
3542,bezchmurnie,30,36,0,0,10000,bezchmurnie,30.12,38,0,0,10000
3543,bezchmurnie,30,36,0,0,10000,bezchmurnie,30.12,38,0,0,10000
3544,bezchmurnie,30,36,0,0,10000,bezchmurnie,30.12,38,0,0,10000
3545,bezchmurnie,30,36,0,0,10000,bezchmurnie,30.12,38,0,0,10000
3546,bezchmurnie,30.12,38,0,0,10000,bezchmurnie,30,36,0,0,10000
3547,bezchmurnie,30.12,38,0,0,10000,bezchmurnie,30,36,0,0,10000
3548,bezchmurnie,30.12,38,0,0,10000,bezchmurnie,30,36,0,0,10000
3549,bezchmurnie,30.12,38,0,0,10000,bezchmurnie,30,36,0,0,10000
3550,bezchmurnie,30.12,38,0,0,10000,bezchmurnie,30,36,0,0,10000
3551,bezchmurnie,30.11,37,0,0,10000,bezchmurnie,30.77,41,0,0,10000
3552,bezchmurnie,30.11,37,0,0,10000,bezchmurnie,30.77,41,0,0,10000
3553,bezchmurnie,30.11,37,0,0,10000,bezchmurnie,30.77,41,0,0,10000
3554,bezchmurnie,30.11,37,0,0,10000,bezchmurnie,30.77,41,0,0,10000
3555,bezchmurnie,30.11,37,0,0,10000,bezchmurnie,30.77,41,0,0,10000
3556,bezchmurnie,30.77,41,0,0,10000,bezchmurnie,30.11,37,0,0,10000
3557,bezchmurnie,30.77,41,0,0,10000,bezchmurnie,30.11,37,0,0,10000
3558,bezchmurnie,30.77,41,0,0,10000,bezchmurnie,30.11,37,0,0,10000
3559,bezchmurnie,30.77,41,0,0,10000,bezchmurnie,30.11,37,0,0,10000
3560,bezchmurnie,30.77,41,0,0,10000,bezchmurnie,30.11,37,0,0,10000
3561,bezchmurnie,30.89,37,0,0,10000,bezchmurnie,30.75,40,0,0,10000
3562,bezchmurnie,30.89,37,0,0,10000,bezchmurnie,30.75,40,0,0,10000
3563,bezchmurnie,30.89,37,0,0,10000,bezchmurnie,30.75,40,0,0,10000
3564,bezchmurnie,30.89,37,0,0,10000,bezchmurnie,30.75,40,0,0,10000
3565,bezchmurnie,30.89,37,0,0,10000,bezchmurnie,30.75,40,0,0,10000
3566,bezchmurnie,30.75,40,0,0,10000,bezchmurnie,30.89,37,0,0,10000
3567,bezchmurnie,30.75,40,0,0,10000,bezchmurnie,30.89,37,0,0,10000
3568,bezchmurnie,30.75,40,0,0,10000,bezchmurnie,30.89,37,0,0,10000
3569,bezchmurnie,30.75,40,0,0,10000,bezchmurnie,30.89,37,0,0,10000
3570,bezchmurnie,30.75,40,0,0,10000,bezchmurnie,30.89,37,0,0,10000
3571,bezchmurnie,30.54,37,0,0,10000,bezchmurnie,31.15,41,0,0,10000
3572,bezchmurnie,30.54,37,0,0,10000,bezchmurnie,31.15,41,0,0,10000
3573,bezchmurnie,30.54,37,0,0,10000,bezchmurnie,31.15,41,0,0,10000
3574,bezchmurnie,30.54,37,0,0,10000,bezchmurnie,31.15,41,0,0,10000
3575,bezchmurnie,30.54,37,0,0,10000,bezchmurnie,31.15,41,0,0,10000
3576,bezchmurnie,31.15,41,0,0,10000,bezchmurnie,30.54,37,0,0,10000
3577,bezchmurnie,31.15,41,0,0,10000,bezchmurnie,30.54,37,0,0,10000
3578,bezchmurnie,31.15,41,0,0,10000,bezchmurnie,30.54,37,0,0,10000
3579,bezchmurnie,31.15,41,0,0,10000,bezchmurnie,30.54,37,0,0,10000
3580,bezchmurnie,31.15,41,0,0,10000,bezchmurnie,30.54,37,0,0,10000
3581,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.69,41,0,0,10000
3582,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.69,41,0,0,10000
3583,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.69,41,0,0,10000
3584,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.69,41,0,0,10000
3585,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.69,41,0,0,10000
3586,bezchmurnie,31.69,41,0,0,10000,bezchmurnie,30.9,36,0,0,10000
3587,bezchmurnie,31.69,41,0,0,10000,bezchmurnie,30.9,36,0,0,10000
3588,bezchmurnie,31.69,41,0,0,10000,bezchmurnie,30.9,36,0,0,10000
3589,bezchmurnie,31.69,41,0,0,10000,bezchmurnie,30.9,36,0,0,10000
3590,bezchmurnie,31.69,41,0,0,10000,bezchmurnie,30.9,36,0,0,10000
3591,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.87,39,0,0,10000
3592,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.87,39,0,0,10000
3593,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.87,39,0,0,10000
3594,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.87,39,0,0,10000
3595,bezchmurnie,30.9,36,0,0,10000,bezchmurnie,31.87,39,0,0,10000
3596,bezchmurnie,31.87,39,0,0,10000,bezchmurnie,31.11,36,0,0,10000
3597,bezchmurnie,31.87,39,0,0,10000,bezchmurnie,31.11,36,0,0,10000
3598,bezchmurnie,31.87,39,0,0,10000,bezchmurnie,31.11,36,0,0,10000
3599,bezchmurnie,31.87,39,0,0,10000,bezchmurnie,31.11,36,0,0,10000
3600,bezchmurnie,31.87,39,0,0,10000,bezchmurnie,31.11,36,0,0,10000
3601,bezchmurnie,31.11,35,0,0,10000,bezchmurnie,31.23,37,0,0,10000
3602,bezchmurnie,31.11,35,0,0,10000,bezchmurnie,31.23,37,0,0,10000
3603,bezchmurnie,31.11,35,0,0,10000,bezchmurnie,31.23,37,0,0,10000
3604,bezchmurnie,31.11,35,0,0,10000,bezchmurnie,31.23,37,0,0,10000
3605,bezchmurnie,31.11,35,0,0,10000,bezchmurnie,31.23,37,0,0,10000
3606,bezchmurnie,31.23,37,0,0,10000,bezchmurnie,31.11,35,0,0,10000
3607,bezchmurnie,31.23,37,0,0,10000,bezchmurnie,31.11,35,0,0,10000
3608,bezchmurnie,31.23,37,0,0,10000,bezchmurnie,31.11,35,0,0,10000
3609,bezchmurnie,31.23,37,0,0,10000,bezchmurnie,31.11,35,0,0,10000
3610,bezchmurnie,31.23,37,0,0,10000,bezchmurnie,31.11,35,0,0,10000
3611,bezchmurnie,31.49,36,0,0,10000,bezchmurnie,32.04,39,0,0,10000
3612,bezchmurnie,31.49,36,0,0,10000,bezchmurnie,32.04,39,0,0,10000
3613,bezchmurnie,31.49,36,0,0,10000,bezchmurnie,32.04,39,0,0,10000
3614,bezchmurnie,31.49,36,0,0,10000,bezchmurnie,32.04,39,0,0,10000
3615,bezchmurnie,31.49,36,0,0,10000,bezchmurnie,32.04,39,0,0,10000
3616,bezchmurnie,32.04,39,0,0,10000,bezchmurnie,31.49,36,0,0,10000
3617,bezchmurnie,32.04,39,0,0,10000,bezchmurnie,31.49,36,0,0,10000
3618,bezchmurnie,32.04,39,0,0,10000,bezchmurnie,31.49,36,0,0,10000
3619,bezchmurnie,32.04,39,0,0,10000,bezchmurnie,31.49,36,0,0,10000
3620,bezchmurnie,32.04,39,0,0,10000,bezchmurnie,31.49,36,0,0,10000
3621,bezchmurnie,31.5,37,0,0,10000,bezchmurnie,32.29,40,0,0,10000
3622,bezchmurnie,31.5,37,0,0,10000,bezchmurnie,32.29,40,0,0,10000
3623,bezchmurnie,31.5,37,0,0,10000,bezchmurnie,32.29,40,0,0,10000
3624,bezchmurnie,31.5,37,0,0,10000,bezchmurnie,32.29,40,0,0,10000
3625,bezchmurnie,31.5,37,0,0,10000,bezchmurnie,32.29,40,0,0,10000
3626,bezchmurnie,32.29,40,0,0,10000,bezchmurnie,31.5,37,0,0,10000
3627,bezchmurnie,32.29,40,0,0,10000,bezchmurnie,31.5,37,0,0,10000
3628,bezchmurnie,32.29,40,0,0,10000,bezchmurnie,31.5,37,0,0,10000
3629,bezchmurnie,32.29,40,0,0,10000,bezchmurnie,31.5,37,0,0,10000
3630,bezchmurnie,32.29,40,0,0,10000,bezchmurnie,31.5,37,0,0,10000
3631,bezchmurnie,32.42,35,0,0,10000,bezchmurnie,33.22,37,0,0,10000
3632,bezchmurnie,32.42,35,0,0,10000,bezchmurnie,33.22,37,0,0,10000
3633,bezchmurnie,32.42,35,0,0,10000,bezchmurnie,33.22,37,0,0,10000
3634,bezchmurnie,32.42,35,0,0,10000,bezchmurnie,33.22,37,0,0,10000
3635,bezchmurnie,32.42,35,0,0,10000,bezchmurnie,33.22,37,0,0,10000
3636,bezchmurnie,33.22,37,0,0,10000,bezchmurnie,32.42,35,0,0,10000
3637,bezchmurnie,33.22,37,0,0,10000,bezchmurnie,32.42,35,0,0,10000
3638,bezchmurnie,33.22,37,0,0,10000,bezchmurnie,32.42,35,0,0,10000
3639,bezchmurnie,33.22,37,0,0,10000,bezchmurnie,32.42,35,0,0,10000
3640,bezchmurnie,33.22,37,0,0,10000,bezchmurnie,32.42,35,0,0,10000
3641,bezchmurnie,32.1,37,0,0,10000,bezchmurnie,32.77,39,0,0,10000
3642,bezchmurnie,32.1,37,0,0,10000,bezchmurnie,32.77,39,0,0,10000
3643,bezchmurnie,32.1,37,0,0,10000,bezchmurnie,32.77,39,0,0,10000
3644,bezchmurnie,32.1,37,0,0,10000,bezchmurnie,32.77,39,0,0,10000
3645,bezchmurnie,32.1,37,0,0,10000,bezchmurnie,32.77,39,0,0,10000
3646,bezchmurnie,32.77,39,0,0,10000,bezchmurnie,32.1,37,0,0,10000
3647,bezchmurnie,32.77,39,0,0,10000,bezchmurnie,32.1,37,0,0,10000
3648,bezchmurnie,32.77,39,0,0,10000,bezchmurnie,32.1,37,0,0,10000
3649,bezchmurnie,32.77,39,0,0,10000,bezchmurnie,32.1,37,0,0,10000
3650,bezchmurnie,32.77,39,0,0,10000,bezchmurnie,32.1,37,0,0,10000
3651,bezchmurnie,31.6,37,0,0,10000,bezchmurnie,31.77,39,0,0,10000
3652,bezchmurnie,31.6,37,0,0,10000,bezchmurnie,31.77,39,0,0,10000
3653,bezchmurnie,31.6,37,0,0,10000,bezchmurnie,31.77,39,0,0,10000
3654,bezchmurnie,31.6,37,0,0,10000,bezchmurnie,31.77,39,0,0,10000
3655,bezchmurnie,31.6,37,0,0,10000,bezchmurnie,31.77,39,0,0,10000
3656,bezchmurnie,31.77,39,0,0,10000,bezchmurnie,31.6,37,0,0,10000
3657,bezchmurnie,31.77,39,0,0,10000,bezchmurnie,31.6,37,0,0,10000
3658,bezchmurnie,31.77,39,0,0,10000,bezchmurnie,31.6,37,0,0,10000
3659,bezchmurnie,31.77,39,0,0,10000,bezchmurnie,31.6,37,0,0,10000
3660,bezchmurnie,31.77,39,0,0,10000,bezchmurnie,31.6,37,0,0,10000
3661,bezchmurnie,31.11,38,0,0,10000,bezchmurnie,31.8,39,0,0,10000
3662,bezchmurnie,31.11,38,0,0,10000,bezchmurnie,31.8,39,0,0,10000
3663,bezchmurnie,31.11,38,0,0,10000,bezchmurnie,31.8,39,0,0,10000
3664,bezchmurnie,31.11,38,0,0,10000,bezchmurnie,31.8,39,0,0,10000
3665,bezchmurnie,31.11,38,0,0,10000,bezchmurnie,31.8,39,0,0,10000
3666,bezchmurnie,31.8,39,0,0,10000,bezchmurnie,31.11,38,0,0,10000
3667,bezchmurnie,31.8,39,0,0,10000,bezchmurnie,31.11,38,0,0,10000
3668,bezchmurnie,31.8,39,0,0,10000,bezchmurnie,31.11,38,0,0,10000
3669,bezchmurnie,31.8,39,0,0,10000,bezchmurnie,31.11,38,0,0,10000
3670,bezchmurnie,31.8,39,0,0,10000,bezchmurnie,31.11,38,0,0,10000
3671,bezchmurnie,31.1,38,0,0,10000,bezchmurnie,33.17,37,0,0,10000
3672,bezchmurnie,31.1,38,0,0,10000,bezchmurnie,33.17,37,0,0,10000
3673,bezchmurnie,31.1,38,0,0,10000,bezchmurnie,33.17,37,0,0,10000
3674,bezchmurnie,31.1,38,0,0,10000,bezchmurnie,33.17,37,0,0,10000
