Measurement_Id,Route_Id,Direction,Date,Day_Of_Week,Measurement_Time
4895,5,A,2025-07-04,Friday,09:30
4896,1,B,2025-07-04,Friday,09:30
4897,2,B,2025-07-04,Friday,09:30
4898,3,B,2025-07-04,Friday,09:30
4899,4,B,2025-07-04,Friday,09:30
4900,5,B,2025-07-04,Friday,09:30
4901,1,A,2025-07-04,Friday,09:40
4902,2,A,2025-07-04,Friday,09:40
4903,3,A,2025-07-04,Friday,09:40
4904,4,A,2025-07-04,Friday,09:40
4905,5,A,2025-07-04,Friday,09:40
4906,1,B,2025-07-04,Friday,09:40
4907,2,B,2025-07-04,Friday,09:40
4908,3,B,2025-07-04,Friday,09:40
4909,4,B,2025-07-04,Friday,09:40
4910,5,B,2025-07-04,Friday,09:40
4911,1,A,2025-07-04,Friday,09:50
4912,2,A,2025-07-04,Friday,09:50
4913,3,A,2025-07-04,Friday,09:50
4914,4,A,2025-07-04,Friday,09:50
4915,5,A,2025-07-04,Friday,09:50
4916,1,B,2025-07-04,Friday,09:50
4917,2,B,2025-07-04,Friday,09:50
4918,3,B,2025-07-04,Friday,09:50
4919,4,B,2025-07-04,Friday,09:50
4920,5,B,2025-07-04,Friday,09:50
4921,1,A,2025-07-04,Friday,10:00
4922,2,A,2025-07-04,Friday,10:00
4923,3,A,2025-07-04,Friday,10:00
4924,4,A,2025-07-04,Friday,10:00
4925,5,A,2025-07-04,Friday,10:00
4926,1,B,2025-07-04,Friday,10:00
4927,2,B,2025-07-04,Friday,10:00
4928,3,B,2025-07-04,Friday,10:00
4929,4,B,2025-07-04,Friday,10:00
4930,5,B,2025-07-04,Friday,10:00
4931,1,A,2025-07-04,Friday,10:10
4932,2,A,2025-07-04,Friday,10:10
4933,3,A,2025-07-04,Friday,10:10
4934,4,A,2025-07-04,Friday,10:10
4935,5,A,2025-07-04,Friday,10:10
4936,1,B,2025-07-04,Friday,10:10
4937,2,B,2025-07-04,Friday,10:10
4938,3,B,2025-07-04,Friday,10:10
4939,4,B,2025-07-04,Friday,10:10
4940,5,B,2025-07-04,Friday,10:10
4941,1,A,2025-07-04,Friday,10:20
4942,2,A,2025-07-04,Friday,10:20
4943,3,A,2025-07-04,Friday,10:20
4944,4,A,2025-07-04,Friday,10:20
4945,5,A,2025-07-04,Friday,10:20
4946,1,B,2025-07-04,Friday,10:20
4947,2,B,2025-07-04,Friday,10:20
4948,3,B,2025-07-04,Friday,10:20
4949,4,B,2025-07-04,Friday,10:20
4950,5,B,2025-07-04,Friday,10:20
4951,1,A,2025-07-04,Friday,10:30
4952,2,A,2025-07-04,Friday,10:30
4953,3,A,2025-07-04,Friday,10:30
4954,4,A,2025-07-04,Friday,10:30
4955,5,A,2025-07-04,Friday,10:30
4956,1,B,2025-07-04,Friday,10:30
4957,2,B,2025-07-04,Friday,10:30
4958,3,B,2025-07-04,Friday,10:30
4959,4,B,2025-07-04,Friday,10:30
4960,5,B,2025-07-04,Friday,10:30
4961,1,A,2025-07-04,Friday,10:40
4962,2,A,2025-07-04,Friday,10:40
4963,3,A,2025-07-04,Friday,10:40
4964,4,A,2025-07-04,Friday,10:40
4965,5,A,2025-07-04,Friday,10:40
4966,1,B,2025-07-04,Friday,10:40
4967,2,B,2025-07-04,Friday,10:40
4968,3,B,2025-07-04,Friday,10:40
4969,4,B,2025-07-04,Friday,10:40
4970,5,B,2025-07-04,Friday,10:40
4971,1,A,2025-07-04,Friday,10:50
4972,2,A,2025-07-04,Friday,10:50
4973,3,A,2025-07-04,Friday,10:50
4974,4,A,2025-07-04,Friday,10:50
4975,5,A,2025-07-04,Friday,10:50
4976,1,B,2025-07-04,Friday,10:50
4977,2,B,2025-07-04,Friday,10:50
4978,3,B,2025-07-04,Friday,10:50
4979,4,B,2025-07-04,Friday,10:50
4980,5,B,2025-07-04,Friday,10:50
4981,1,A,2025-07-04,Friday,11:00
4982,2,A,2025-07-04,Friday,11:00
4983,3,A,2025-07-04,Friday,11:00
4984,4,A,2025-07-04,Friday,11:00
4985,5,A,2025-07-04,Friday,11:00
4986,1,B,2025-07-04,Friday,11:00
4987,2,B,2025-07-04,Friday,11:00
4988,3,B,2025-07-04,Friday,11:00
4989,4,B,2025-07-04,Friday,11:00
4990,5,B,2025-07-04,Friday,11:00
4991,1,A,2025-07-04,Friday,11:10
4992,2,A,2025-07-04,Friday,11:10
4993,3,A,2025-07-04,Friday,11:10
4994,4,A,2025-07-04,Friday,11:10
4995,5,A,2025-07-04,Friday,11:10
4996,1,B,2025-07-04,Friday,11:10
4997,2,B,2025-07-04,Friday,11:10
4998,3,B,2025-07-04,Friday,11:10
4999,4,B,2025-07-04,Friday,11:10
5000,5,B,2025-07-04,Friday,11:10
5001,1,A,2025-07-04,Friday,11:20
5002,2,A,2025-07-04,Friday,11:20
5003,3,A,2025-07-04,Friday,11:20
5004,4,A,2025-07-04,Friday,11:20
5005,5,A,2025-07-04,Friday,11:20
5006,1,B,2025-07-04,Friday,11:20
5007,2,B,2025-07-04,Friday,11:20
5008,3,B,2025-07-04,Friday,11:20
5009,4,B,2025-07-04,Friday,11:20
5010,5,B,2025-07-04,Friday,11:20
5011,1,A,2025-07-04,Friday,11:30
5012,2,A,2025-07-04,Friday,11:30
5013,3,A,2025-07-04,Friday,11:30
5014,4,A,2025-07-04,Friday,11:30
5015,5,A,2025-07-04,Friday,11:30
5016,1,B,2025-07-04,Friday,11:30
5017,2,B,2025-07-04,Friday,11:30
5018,3,B,2025-07-04,Friday,11:30
5019,4,B,2025-07-04,Friday,11:30
5020,5,B,2025-07-04,Friday,11:30
5021,1,A,2025-07-04,Friday,11:40
5022,2,A,2025-07-04,Friday,11:40
5023,3,A,2025-07-04,Friday,11:40
5024,4,A,2025-07-04,Friday,11:40
5025,5,A,2025-07-04,Friday,11:40
5026,1,B,2025-07-04,Friday,11:40
5027,2,B,2025-07-04,Friday,11:40
5028,3,B,2025-07-04,Friday,11:40
5029,4,B,2025-07-04,Friday,11:40
5030,5,B,2025-07-04,Friday,11:40
5031,1,A,2025-07-04,Friday,11:50
5032,2,A,2025-07-04,Friday,11:50
5033,3,A,2025-07-04,Friday,11:50
5034,4,A,2025-07-04,Friday,11:50
5035,5,A,2025-07-04,Friday,11:50
5036,1,B,2025-07-04,Friday,11:50
5037,2,B,2025-07-04,Friday,11:50
5038,3,B,2025-07-04,Friday,11:50
5039,4,B,2025-07-04,Friday,11:50
5040,5,B,2025-07-04,Friday,11:50
5041,1,A,2025-07-04,Friday,12:00
5042,2,A,2025-07-04,Friday,12:00
5043,3,A,2025-07-04,Friday,12:00
5044,4,A,2025-07-04,Friday,12:00
5045,5,A,2025-07-04,Friday,12:00
5046,1,B,2025-07-04,Friday,12:00
5047,2,B,2025-07-04,Friday,12:00
5048,3,B,2025-07-04,Friday,12:00
5049,4,B,2025-07-04,Friday,12:00
5050,5,B,2025-07-04,Friday,12:00
5051,1,A,2025-07-04,Friday,12:10
5052,2,A,2025-07-04,Friday,12:10
5053,3,A,2025-07-04,Friday,12:10
5054,4,A,2025-07-04,Friday,12:10
5055,5,A,2025-07-04,Friday,12:10
5056,1,B,2025-07-04,Friday,12:10
5057,2,B,2025-07-04,Friday,12:10
5058,3,B,2025-07-04,Friday,12:10
5059,4,B,2025-07-04,Friday,12:10
5060,5,B,2025-07-04,Friday,12:10
5061,1,A,2025-07-04,Friday,12:20
5062,2,A,2025-07-04,Friday,12:20
5063,3,A,2025-07-04,Friday,12:20
5064,4,A,2025-07-04,Friday,12:20
5065,5,A,2025-07-04,Friday,12:20
5066,1,B,2025-07-04,Friday,12:20
5067,2,B,2025-07-04,Friday,12:20
5068,3,B,2025-07-04,Friday,12:20
5069,4,B,2025-07-04,Friday,12:20
5070,5,B,2025-07-04,Friday,12:20
5071,1,A,2025-07-04,Friday,12:30
5072,2,A,2025-07-04,Friday,12:30
5073,3,A,2025-07-04,Friday,12:30
5074,4,A,2025-07-04,Friday,12:30
5075,5,A,2025-07-04,Friday,12:30
5076,1,B,2025-07-04,Friday,12:30
5077,2,B,2025-07-04,Friday,12:30
5078,3,B,2025-07-04,Friday,12:30
5079,4,B,2025-07-04,Friday,12:30
5080,5,B,2025-07-04,Friday,12:30
5081,1,A,2025-07-04,Friday,12:40
5082,2,A,2025-07-04,Friday,12:40
5083,3,A,2025-07-04,Friday,12:40
5084,4,A,2025-07-04,Friday,12:40
5085,5,A,2025-07-04,Friday,12:40
5086,1,B,2025-07-04,Friday,12:40
5087,2,B,2025-07-04,Friday,12:40
5088,3,B,2025-07-04,Friday,12:40
5089,4,B,2025-07-04,Friday,12:40
5090,5,B,2025-07-04,Friday,12:40
5091,1,A,2025-07-04,Friday,12:50
5092,2,A,2025-07-04,Friday,12:50
5093,3,A,2025-07-04,Friday,12:50
5094,4,A,2025-07-04,Friday,12:50
5095,5,A,2025-07-04,Friday,12:50
5096,1,B,2025-07-04,Friday,12:50
5097,2,B,2025-07-04,Friday,12:50
5098,3,B,2025-07-04,Friday,12:50
5099,4,B,2025-07-04,Friday,12:50
5100,5,B,2025-07-04,Friday,12:50
5101,1,A,2025-07-04,Friday,13:00
5102,2,A,2025-07-04,Friday,13:00
5103,3,A,2025-07-04,Friday,13:00
5104,4,A,2025-07-04,Friday,13:00
5105,5,A,2025-07-04,Friday,13:00
5106,1,B,2025-07-04,Friday,13:00
5107,2,B,2025-07-04,Friday,13:00
5108,3,B,2025-07-04,Friday,13:00
5109,4,B,2025-07-04,Friday,13:00
5110,5,B,2025-07-04,Friday,13:00
5111,1,A,2025-07-04,Friday,13:10
5112,2,A,2025-07-04,Friday,13:10
5113,3,A,2025-07-04,Friday,13:10
5114,4,A,2025-07-04,Friday,13:10
5115,5,A,2025-07-04,Friday,13:10
5116,1,B,2025-07-04,Friday,13:10
5117,2,B,2025-07-04,Friday,13:10
5118,3,B,2025-07-04,Friday,13:10
5119,4,B,2025-07-04,Friday,13:10
5120,5,B,2025-07-04,Friday,13:10
5121,1,A,2025-07-04,Friday,13:20
5122,2,A,2025-07-04,Friday,13:20
5123,3,A,2025-07-04,Friday,13:20
5124,4,A,2025-07-04,Friday,13:20
5125,5,A,2025-07-04,Friday,13:20
5126,1,B,2025-07-04,Friday,13:20
5127,2,B,2025-07-04,Friday,13:20
5128,3,B,2025-07-04,Friday,13:20
5129,4,B,2025-07-04,Friday,13:20
5130,5,B,2025-07-04,Friday,13:20
5131,1,A,2025-07-04,Friday,13:30
5132,2,A,2025-07-04,Friday,13:30
5133,3,A,2025-07-04,Friday,13:30
5134,4,A,2025-07-04,Friday,13:30
5135,5,A,2025-07-04,Friday,13:30
5136,1,B,2025-07-04,Friday,13:30
5137,2,B,2025-07-04,Friday,13:30
5138,3,B,2025-07-04,Friday,13:30
5139,4,B,2025-07-04,Friday,13:30
5140,5,B,2025-07-04,Friday,13:30
5141,1,A,2025-07-04,Friday,13:40
5142,2,A,2025-07-04,Friday,13:40
5143,3,A,2025-07-04,Friday,13:40
5144,4,A,2025-07-04,Friday,13:40
5145,5,A,2025-07-04,Friday,13:40
5146,1,B,2025-07-04,Friday,13:40
5147,2,B,2025-07-04,Friday,13:40
5148,3,B,2025-07-04,Friday,13:40
5149,4,B,2025-07-04,Friday,13:40
5150,5,B,2025-07-04,Friday,13:40
5151,1,A,2025-07-04,Friday,13:50
5152,2,A,2025-07-04,Friday,13:50
5153,3,A,2025-07-04,Friday,13:50
5154,4,A,2025-07-04,Friday,13:50
5155,5,A,2025-07-04,Friday,13:50
5156,1,B,2025-07-04,Friday,13:50
5157,2,B,2025-07-04,Friday,13:50
5158,3,B,2025-07-04,Friday,13:50
5159,4,B,2025-07-04,Friday,13:50
5160,5,B,2025-07-04,Friday,13:50
5161,1,A,2025-07-04,Friday,14:00
5162,2,A,2025-07-04,Friday,14:00
5163,3,A,2025-07-04,Friday,14:00
5164,4,A,2025-07-04,Friday,14:00
5165,5,A,2025-07-04,Friday,14:00
5166,1,B,2025-07-04,Friday,14:00
5167,2,B,2025-07-04,Friday,14:00
5168,3,B,2025-07-04,Friday,14:00
5169,4,B,2025-07-04,Friday,14:00
5170,5,B,2025-07-04,Friday,14:00
5171,1,A,2025-07-04,Friday,14:10
5172,2,A,2025-07-04,Friday,14:10
5173,3,A,2025-07-04,Friday,14:10
5174,4,A,2025-07-04,Friday,14:10
5175,5,A,2025-07-04,Friday,14:10
5176,1,B,2025-07-04,Friday,14:10
5177,2,B,2025-07-04,Friday,14:10
5178,3,B,2025-07-04,Friday,14:10
5179,4,B,2025-07-04,Friday,14:10
5180,5,B,2025-07-04,Friday,14:10
5181,1,A,2025-07-04,Friday,14:20
5182,2,A,2025-07-04,Friday,14:20
5183,3,A,2025-07-04,Friday,14:20
5184,4,A,2025-07-04,Friday,14:20
5185,5,A,2025-07-04,Friday,14:20
5186,1,B,2025-07-04,Friday,14:20
5187,2,B,2025-07-04,Friday,14:20
5188,3,B,2025-07-04,Friday,14:20
5189,4,B,2025-07-04,Friday,14:20
5190,5,B,2025-07-04,Friday,14:20
5191,1,A,2025-07-04,Friday,14:30
5192,2,A,2025-07-04,Friday,14:30
5193,3,A,2025-07-04,Friday,14:30
5194,4,A,2025-07-04,Friday,14:30
5195,5,A,2025-07-04,Friday,14:30
5196,1,B,2025-07-04,Friday,14:30
5197,2,B,2025-07-04,Friday,14:30
5198,3,B,2025-07-04,Friday,14:30
5199,4,B,2025-07-04,Friday,14:30
5200,5,B,2025-07-04,Friday,14:30
5201,1,A,2025-07-04,Friday,14:40
5202,2,A,2025-07-04,Friday,14:40
5203,3,A,2025-07-04,Friday,14:40
5204,4,A,2025-07-04,Friday,14:40
5205,5,A,2025-07-04,Friday,14:40
5206,1,B,2025-07-04,Friday,14:40
5207,2,B,2025-07-04,Friday,14:40
5208,3,B,2025-07-04,Friday,14:40
5209,4,B,2025-07-04,Friday,14:40
5210,5,B,2025-07-04,Friday,14:40
5211,1,A,2025-07-04,Friday,14:50
5212,2,A,2025-07-04,Friday,14:50
5213,3,A,2025-07-04,Friday,14:50
5214,4,A,2025-07-04,Friday,14:50
5215,5,A,2025-07-04,Friday,14:50
5216,1,B,2025-07-04,Friday,14:50
5217,2,B,2025-07-04,Friday,14:50
5218,3,B,2025-07-04,Friday,14:50
5219,4,B,2025-07-04,Friday,14:50
5220,5,B,2025-07-04,Friday,14:50
5221,1,A,2025-07-04,Friday,15:00
5222,2,A,2025-07-04,Friday,15:00
5223,3,A,2025-07-04,Friday,15:00
5224,4,A,2025-07-04,Friday,15:00
5225,5,A,2025-07-04,Friday,15:00
5226,1,B,2025-07-04,Friday,15:00
5227,2,B,2025-07-04,Friday,15:00
5228,3,B,2025-07-04,Friday,15:00
5229,4,B,2025-07-04,Friday,15:00
5230,5,B,2025-07-04,Friday,15:00
5231,1,A,2025-07-04,Friday,15:10
5232,2,A,2025-07-04,Friday,15:10
5233,3,A,2025-07-04,Friday,15:10
5234,4,A,2025-07-04,Friday,15:10
5235,5,A,2025-07-04,Friday,15:10
5236,1,B,2025-07-04,Friday,15:10
5237,2,B,2025-07-04,Friday,15:10
5238,3,B,2025-07-04,Friday,15:10
5239,4,B,2025-07-04,Friday,15:10
5240,5,B,2025-07-04,Friday,15:10
5241,1,A,2025-07-04,Friday,15:20
5242,2,A,2025-07-04,Friday,15:20
5243,3,A,2025-07-04,Friday,15:20
5244,4,A,2025-07-04,Friday,15:20
5245,5,A,2025-07-04,Friday,15:20
5246,1,B,2025-07-04,Friday,15:20
5247,2,B,2025-07-04,Friday,15:20
5248,3,B,2025-07-04,Friday,15:20
5249,4,B,2025-07-04,Friday,15:20
5250,5,B,2025-07-04,Friday,15:20
5251,1,A,2025-07-04,Friday,15:30
5252,2,A,2025-07-04,Friday,15:30
5253,3,A,2025-07-04,Friday,15:30
5254,4,A,2025-07-04,Friday,15:30
5255,5,A,2025-07-04,Friday,15:30
5256,1,B,2025-07-04,Friday,15:30
5257,2,B,2025-07-04,Friday,15:30
5258,3,B,2025-07-04,Friday,15:30
5259,4,B,2025-07-04,Friday,15:30
5260,5,B,2025-07-04,Friday,15:30
5261,1,A,2025-07-04,Friday,15:40
5262,2,A,2025-07-04,Friday,15:40
5263,3,A,2025-07-04,Friday,15:40
5264,4,A,2025-07-04,Friday,15:40
5265,5,A,2025-07-04,Friday,15:40
5266,1,B,2025-07-04,Friday,15:40
5267,2,B,2025-07-04,Friday,15:40
5268,3,B,2025-07-04,Friday,15:40
5269,4,B,2025-07-04,Friday,15:40
5270,5,B,2025-07-04,Friday,15:40
5271,1,A,2025-07-04,Friday,15:50
5272,2,A,2025-07-04,Friday,15:50
5273,3,A,2025-07-04,Friday,15:50
5274,4,A,2025-07-04,Friday,15:50
5275,5,A,2025-07-04,Friday,15:50
5276,1,B,2025-07-04,Friday,15:50
5277,2,B,2025-07-04,Friday,15:50
5278,3,B,2025-07-04,Friday,15:50
5279,4,B,2025-07-04,Friday,15:50
5280,5,B,2025-07-04,Friday,15:50
5281,1,A,2025-07-04,Friday,16:00
5282,2,A,2025-07-04,Friday,16:00
5283,3,A,2025-07-04,Friday,16:00
5284,4,A,2025-07-04,Friday,16:00
5285,5,A,2025-07-04,Friday,16:00
5286,1,B,2025-07-04,Friday,16:00
5287,2,B,2025-07-04,Friday,16:00
5288,3,B,2025-07-04,Friday,16:00
5289,4,B,2025-07-04,Friday,16:00
5290,5,B,2025-07-04,Friday,16:00
5291,1,A,2025-07-04,Friday,16:10
5292,2,A,2025-07-04,Friday,16:10
5293,3,A,2025-07-04,Friday,16:10
5294,4,A,2025-07-04,Friday,16:10
5295,5,A,2025-07-04,Friday,16:10
5296,1,B,2025-07-04,Friday,16:10
5297,2,B,2025-07-04,Friday,16:10
5298,3,B,2025-07-04,Friday,16:10
5299,4,B,2025-07-04,Friday,16:10
5300,5,B,2025-07-04,Friday,16:10
5301,1,A,2025-07-04,Friday,16:20
5302,2,A,2025-07-04,Friday,16:20
5303,3,A,2025-07-04,Friday,16:20
5304,4,A,2025-07-04,Friday,16:20
5305,5,A,2025-07-04,Friday,16:20
5306,1,B,2025-07-04,Friday,16:20
5307,2,B,2025-07-04,Friday,16:20
5308,3,B,2025-07-04,Friday,16:20
5309,4,B,2025-07-04,Friday,16:20
5310,5,B,2025-07-04,Friday,16:20
5311,1,A,2025-07-04,Friday,16:30
5312,2,A,2025-07-04,Friday,16:30
5313,3,A,2025-07-04,Friday,16:30
5314,4,A,2025-07-04,Friday,16:30
5315,5,A,2025-07-04,Friday,16:30
5316,1,B,2025-07-04,Friday,16:30
5317,2,B,2025-07-04,Friday,16:30
5318,3,B,2025-07-04,Friday,16:30
5319,4,B,2025-07-04,Friday,16:30
5320,5,B,2025-07-04,Friday,16:30
5321,1,A,2025-07-04,Friday,16:40
5322,2,A,2025-07-04,Friday,16:40
5323,3,A,2025-07-04,Friday,16:40
5324,4,A,2025-07-04,Friday,16:40
5325,5,A,2025-07-04,Friday,16:40
5326,1,B,2025-07-04,Friday,16:40
5327,2,B,2025-07-04,Friday,16:40
5328,3,B,2025-07-04,Friday,16:40
5329,4,B,2025-07-04,Friday,16:40
5330,5,B,2025-07-04,Friday,16:40
5331,1,A,2025-07-04,Friday,16:50
5332,2,A,2025-07-04,Friday,16:50
5333,3,A,2025-07-04,Friday,16:50
5334,4,A,2025-07-04,Friday,16:50
5335,5,A,2025-07-04,Friday,16:50
5336,1,B,2025-07-04,Friday,16:50
5337,2,B,2025-07-04,Friday,16:50
5338,3,B,2025-07-04,Friday,16:50
5339,4,B,2025-07-04,Friday,16:50
5340,5,B,2025-07-04,Friday,16:50
5341,1,A,2025-07-04,Friday,17:00
5342,2,A,2025-07-04,Friday,17:00
5343,3,A,2025-07-04,Friday,17:00
5344,4,A,2025-07-04,Friday,17:00
5345,5,A,2025-07-04,Friday,17:00
5346,1,B,2025-07-04,Friday,17:00
5347,2,B,2025-07-04,Friday,17:00
5348,3,B,2025-07-04,Friday,17:00
5349,4,B,2025-07-04,Friday,17:00
5350,5,B,2025-07-04,Friday,17:00
5351,1,A,2025-07-04,Friday,17:10
5352,2,A,2025-07-04,Friday,17:10
5353,3,A,2025-07-04,Friday,17:10
5354,4,A,2025-07-04,Friday,17:10
5355,5,A,2025-07-04,Friday,17:10
5356,1,B,2025-07-04,Friday,17:10
5357,2,B,2025-07-04,Friday,17:10
5358,3,B,2025-07-04,Friday,17:10
5359,4,B,2025-07-04,Friday,17:10
5360,5,B,2025-07-04,Friday,17:10
5361,1,A,2025-07-04,Friday,17:20
5362,2,A,2025-07-04,Friday,17:20
5363,3,A,2025-07-04,Friday,17:20
5364,4,A,2025-07-04,Friday,17:20
5365,5,A,2025-07-04,Friday,17:20
5366,1,B,2025-07-04,Friday,17:20
5367,2,B,2025-07-04,Friday,17:20
5368,3,B,2025-07-04,Friday,17:20
5369,4,B,2025-07-04,Friday,17:20
5370,5,B,2025-07-04,Friday,17:20
5371,1,A,2025-07-04,Friday,17:30
5372,2,A,2025-07-04,Friday,17:30
5373,3,A,2025-07-04,Friday,17:30
5374,4,A,2025-07-04,Friday,17:30
5375,5,A,2025-07-04,Friday,17:30
5376,1,B,2025-07-04,Friday,17:30
5377,2,B,2025-07-04,Friday,17:30
5378,3,B,2025-07-04,Friday,17:30
5379,4,B,2025-07-04,Friday,17:30
5380,5,B,2025-07-04,Friday,17:30
5381,1,A,2025-07-04,Friday,17:40
5382,2,A,2025-07-04,Friday,17:40
5383,3,A,2025-07-04,Friday,17:40
5384,4,A,2025-07-04,Friday,17:40
5385,5,A,2025-07-04,Friday,17:40
5386,1,B,2025-07-04,Friday,17:40
5387,2,B,2025-07-04,Friday,17:40
5388,3,B,2025-07-04,Friday,17:40
5389,4,B,2025-07-04,Friday,17:40
5390,5,B,2025-07-04,Friday,17:40
5391,1,A,2025-07-04,Friday,17:50
5392,2,A,2025-07-04,Friday,17:50
5393,3,A,2025-07-04,Friday,17:50
5394,4,A,2025-07-04,Friday,17:50
5395,5,A,2025-07-04,Friday,17:50
5396,1,B,2025-07-04,Friday,17:50
5397,2,B,2025-07-04,Friday,17:50
5398,3,B,2025-07-04,Friday,17:50
5399,4,B,2025-07-04,Friday,17:50
5400,5,B,2025-07-04,Friday,17:50
5401,1,A,2025-07-04,Friday,18:00
5402,2,A,2025-07-04,Friday,18:00
5403,3,A,2025-07-04,Friday,18:00
5404,4,A,2025-07-04,Friday,18:00
5405,5,A,2025-07-04,Friday,18:00
5406,1,B,2025-07-04,Friday,18:00
5407,2,B,2025-07-04,Friday,18:00
5408,3,B,2025-07-04,Friday,18:00
5409,4,B,2025-07-04,Friday,18:00
5410,5,B,2025-07-04,Friday,18:00
5411,1,A,2025-07-04,Friday,18:10
5412,2,A,2025-07-04,Friday,18:10
5413,3,A,2025-07-04,Friday,18:10
5414,4,A,2025-07-04,Friday,18:10
5415,5,A,2025-07-04,Friday,18:10
5416,1,B,2025-07-04,Friday,18:10
5417,2,B,2025-07-04,Friday,18:10
5418,3,B,2025-07-04,Friday,18:10
5419,4,B,2025-07-04,Friday,18:10
5420,5,B,2025-07-04,Friday,18:10
5421,1,A,2025-07-04,Friday,18:20
5422,2,A,2025-07-04,Friday,18:20
5423,3,A,2025-07-04,Friday,18:20
5424,4,A,2025-07-04,Friday,18:20
5425,5,A,2025-07-04,Friday,18:20
5426,1,B,2025-07-04,Friday,18:20
5427,2,B,2025-07-04,Friday,18:20
5428,3,B,2025-07-04,Friday,18:20
5429,4,B,2025-07-04,Friday,18:20
5430,5,B,2025-07-04,Friday,18:20
5431,1,A,2025-07-04,Friday,18:30
5432,2,A,2025-07-04,Friday,18:30
5433,3,A,2025-07-04,Friday,18:30
5434,4,A,2025-07-04,Friday,18:30
5435,5,A,2025-07-04,Friday,18:30
5436,1,B,2025-07-04,Friday,18:30
5437,2,B,2025-07-04,Friday,18:30
5438,3,B,2025-07-04,Friday,18:30
5439,4,B,2025-07-04,Friday,18:30
5440,5,B,2025-07-04,Friday,18:30
5441,1,A,2025-07-04,Friday,18:40
5442,2,A,2025-07-04,Friday,18:40
5443,3,A,2025-07-04,Friday,18:40
5444,4,A,2025-07-04,Friday,18:40
5445,5,A,2025-07-04,Friday,18:40
5446,1,B,2025-07-04,Friday,18:40
5447,2,B,2025-07-04,Friday,18:40
5448,3,B,2025-07-04,Friday,18:40
5449,4,B,2025-07-04,Friday,18:40
5450,5,B,2025-07-04,Friday,18:40
5451,1,A,2025-07-04,Friday,18:50
5452,2,A,2025-07-04,Friday,18:50
5453,3,A,2025-07-04,Friday,18:50
5454,4,A,2025-07-04,Friday,18:50
5455,5,A,2025-07-04,Friday,18:50
5456,1,B,2025-07-04,Friday,18:50
5457,2,B,2025-07-04,Friday,18:50
5458,3,B,2025-07-04,Friday,18:50
5459,4,B,2025-07-04,Friday,18:50
5460,5,B,2025-07-04,Friday,18:50
5461,1,A,2025-07-04,Friday,19:00
5462,2,A,2025-07-04,Friday,19:00
5463,3,A,2025-07-04,Friday,19:00
5464,4,A,2025-07-04,Friday,19:00
5465,5,A,2025-07-04,Friday,19:00
5466,1,B,2025-07-04,Friday,19:00
5467,2,B,2025-07-04,Friday,19:00
5468,3,B,2025-07-04,Friday,19:00
5469,4,B,2025-07-04,Friday,19:00
5470,5,B,2025-07-04,Friday,19:00
5471,1,A,2025-07-04,Friday,19:10
5472,2,A,2025-07-04,Friday,19:10
5473,3,A,2025-07-04,Friday,19:10
5474,4,A,2025-07-04,Friday,19:10
5475,5,A,2025-07-04,Friday,19:10
5476,1,B,2025-07-04,Friday,19:10
5477,2,B,2025-07-04,Friday,19:10
5478,3,B,2025-07-04,Friday,19:10
5479,4,B,2025-07-04,Friday,19:10
5480,5,B,2025-07-04,Friday,19:10
5481,1,A,2025-07-04,Friday,19:20
5482,2,A,2025-07-04,Friday,19:20
5483,3,A,2025-07-04,Friday,19:20
5484,4,A,2025-07-04,Friday,19:20
5485,5,A,2025-07-04,Friday,19:20
5486,1,B,2025-07-04,Friday,19:20
5487,2,B,2025-07-04,Friday,19:20
5488,3,B,2025-07-04,Friday,19:20
5489,4,B,2025-07-04,Friday,19:20
5490,5,B,2025-07-04,Friday,19:20
5491,1,A,2025-07-04,Friday,19:30
5492,2,A,2025-07-04,Friday,19:30
5493,3,A,2025-07-04,Friday,19:30
5494,4,A,2025-07-04,Friday,19:30
5495,5,A,2025-07-04,Friday,19:30
5496,1,B,2025-07-04,Friday,19:30
5497,2,B,2025-07-04,Friday,19:30
5498,3,B,2025-07-04,Friday,19:30
5499,4,B,2025-07-04,Friday,19:30
5500,5,B,2025-07-04,Friday,19:30
5501,1,A,2025-07-04,Friday,19:40
5502,2,A,2025-07-04,Friday,19:40
5503,3,A,2025-07-04,Friday,19:40
5504,4,A,2025-07-04,Friday,19:40
5505,5,A,2025-07-04,Friday,19:40
5506,1,B,2025-07-04,Friday,19:40
5507,2,B,2025-07-04,Friday,19:40
5508,3,B,2025-07-04,Friday,19:40
5509,4,B,2025-07-04,Friday,19:40
5510,5,B,2025-07-04,Friday,19:40
5511,1,A,2025-07-04,Friday,19:50
5512,2,A,2025-07-04,Friday,19:50
5513,3,A,2025-07-04,Friday,19:50
5514,4,A,2025-07-04,Friday,19:50
5515,5,A,2025-07-04,Friday,19:50
5516,1,B,2025-07-04,Friday,19:50
5517,2,B,2025-07-04,Friday,19:50
5518,3,B,2025-07-04,Friday,19:50
5519,4,B,2025-07-04,Friday,19:50
5520,5,B,2025-07-04,Friday,19:50
5521,1,A,2025-07-04,Friday,20:00
5522,2,A,2025-07-04,Friday,20:00
5523,3,A,2025-07-04,Friday,20:00
5524,4,A,2025-07-04,Friday,20:00
5525,5,A,2025-07-04,Friday,20:00
5526,1,B,2025-07-04,Friday,20:00
5527,2,B,2025-07-04,Friday,20:00
5528,3,B,2025-07-04,Friday,20:00
