Measurement_Id,Price_95,Price_98,Price_ON,Price_ON_Plus,Price_LPG
8745,5.75,6.03,5.87,6.04,2.59
8746,5.75,6.03,5.87,6.04,2.59
8747,5.75,6.03,5.87,6.04,2.59
8748,5.75,6.03,5.87,6.04,2.59
8749,5.75,6.03,5.87,6.04,2.59
8750,5.75,6.03,5.87,6.04,2.59
8751,5.75,6.03,5.87,6.04,2.59
8752,5.75,6.03,5.87,6.04,2.59
8753,5.75,6.03,5.87,6.04,2.59
8754,5.75,6.03,5.87,6.04,2.59
8755,5.75,6.03,5.87,6.04,2.59
8756,5.75,6.03,5.87,6.04,2.59
8757,5.75,6.03,5.87,6.04,2.59
8758,5.75,6.03,5.87,6.04,2.59
8759,5.75,6.03,5.87,6.04,2.59
8760,5.75,6.03,5.87,6.04,2.59
8761,5.75,6.03,5.87,6.04,2.59
8762,5.75,6.03,5.87,6.04,2.59
8763,5.75,6.03,5.87,6.04,2.59
8764,5.75,6.03,5.87,6.04,2.59
8765,5.75,6.03,5.87,6.04,2.59
8766,5.75,6.03,5.87,6.04,2.59
8767,5.75,6.03,5.87,6.04,2.59
8768,5.75,6.03,5.87,6.04,2.59
8769,5.75,6.03,5.87,6.04,2.59
8770,5.75,6.03,5.87,6.04,2.59
8771,5.75,6.03,5.87,6.04,2.59
8772,5.75,6.03,5.87,6.04,2.59
8773,5.75,6.03,5.87,6.04,2.59
8774,5.75,6.03,5.87,6.04,2.59
8775,5.75,6.03,5.87,6.04,2.59
8776,5.75,6.03,5.87,6.04,2.59
8777,5.75,6.03,5.87,6.04,2.59
8778,5.75,6.03,5.87,6.04,2.59
8779,5.75,6.03,5.87,6.04,2.59
8780,5.75,6.03,5.87,6.04,2.59
8781,5.75,6.03,5.87,6.04,2.59
8782,5.75,6.03,5.87,6.04,2.59
8783,5.75,6.03,5.87,6.04,2.59
8784,5.75,6.03,5.87,6.04,2.59
8785,5.75,6.03,5.87,6.04,2.59
8786,5.75,6.03,5.87,6.04,2.59
8787,5.75,6.03,5.87,6.04,2.59
8788,5.75,6.03,5.87,6.04,2.59
8789,5.75,6.03,5.87,6.04,2.59
8790,5.75,6.03,5.87,6.04,2.59
8791,5.75,6.03,5.87,6.04,2.59
8792,5.75,6.03,5.87,6.04,2.59
8793,5.75,6.03,5.87,6.04,2.59
8794,5.75,6.03,5.87,6.04,2.59
8795,5.75,6.03,5.87,6.04,2.59
8796,5.75,6.03,5.87,6.04,2.59
8797,5.75,6.03,5.87,6.04,2.59
8798,5.75,6.03,5.87,6.04,2.59
8799,5.75,6.03,5.87,6.04,2.59
8800,5.75,6.03,5.87,6.04,2.59
8801,5.75,6.03,5.87,6.04,2.59
8802,5.75,6.03,5.87,6.04,2.59
8803,5.75,6.03,5.87,6.04,2.59
8804,5.75,6.03,5.87,6.04,2.59
8805,5.75,6.03,5.87,6.04,2.59
8806,5.75,6.03,5.87,6.04,2.59
8807,5.75,6.03,5.87,6.04,2.59
8808,5.75,6.03,5.87,6.04,2.59
8809,5.75,6.03,5.87,6.04,2.59
8810,5.75,6.03,5.87,6.04,2.59
8811,5.75,6.03,5.87,6.04,2.59
8812,5.75,6.03,5.87,6.04,2.59
8813,5.75,6.03,5.87,6.04,2.59
8814,5.75,6.03,5.87,6.04,2.59
8815,5.75,6.03,5.87,6.04,2.59
8816,5.75,6.03,5.87,6.04,2.59
8817,5.75,6.03,5.87,6.04,2.59
8818,5.75,6.03,5.87,6.04,2.59
8819,5.75,6.03,5.87,6.04,2.59
8820,5.75,6.03,5.87,6.04,2.59
8821,5.75,6.03,5.87,6.04,2.59
8822,5.75,6.03,5.87,6.04,2.59
8823,5.75,6.03,5.87,6.04,2.59
8824,5.75,6.03,5.87,6.04,2.59
8825,5.75,6.03,5.87,6.04,2.59
8826,5.75,6.03,5.87,6.04,2.59
8827,5.75,6.03,5.87,6.04,2.59
8828,5.75,6.03,5.87,6.04,2.59
8829,5.75,6.03,5.87,6.04,2.59
8830,5.75,6.03,5.87,6.04,2.59
8831,5.75,6.03,5.87,6.04,2.59
8832,5.75,6.03,5.87,6.04,2.59
8833,5.75,6.03,5.87,6.04,2.59
8834,5.75,6.03,5.87,6.04,2.59
8835,5.75,6.03,5.87,6.04,2.59
8836,5.75,6.03,5.87,6.04,2.59
8837,5.75,6.03,5.87,6.04,2.59
8838,5.75,6.03,5.87,6.04,2.59
8839,5.75,6.03,5.87,6.04,2.59
8840,5.75,6.03,5.87,6.04,2.59
8841,5.75,6.03,5.87,6.04,2.59
8842,5.75,6.03,5.87,6.04,2.59
8843,5.75,6.03,5.87,6.04,2.59
8844,5.75,6.03,5.87,6.04,2.59
8845,5.75,6.03,5.87,6.04,2.59
8846,5.75,6.03,5.87,6.04,2.59
8847,5.75,6.03,5.87,6.04,2.59
8848,5.75,6.03,5.87,6.04,2.59
8849,5.75,6.03,5.87,6.04,2.59
8850,5.75,6.03,5.87,6.04,2.59
8851,5.75,6.03,5.87,6.04,2.59
8852,5.75,6.03,5.87,6.04,2.59
8853,5.75,6.03,5.87,6.04,2.59
8854,5.75,6.03,5.87,6.04,2.59
8855,5.75,6.03,5.87,6.04,2.59
8856,5.75,6.03,5.87,6.04,2.59
8857,5.75,6.03,5.87,6.04,2.59
8858,5.75,6.03,5.87,6.04,2.59
8859,5.75,6.03,5.87,6.04,2.59
8860,5.75,6.03,5.87,6.04,2.59
8861,5.75,6.03,5.87,6.04,2.59
8862,5.75,6.03,5.87,6.04,2.59
8863,5.75,6.03,5.87,6.04,2.59
8864,5.75,6.03,5.87,6.04,2.59
8865,5.75,6.03,5.87,6.04,2.59
8866,5.75,6.03,5.87,6.04,2.59
8867,5.75,6.03,5.87,6.04,2.59
8868,5.75,6.03,5.87,6.04,2.59
8869,5.75,6.03,5.87,6.04,2.59
8870,5.75,6.03,5.87,6.04,2.59
8871,5.75,6.03,5.87,6.04,2.59
8872,5.75,6.03,5.87,6.04,2.59
8873,5.75,6.03,5.87,6.04,2.59
8874,5.75,6.03,5.87,6.04,2.59
8875,5.75,6.03,5.87,6.04,2.59
8876,5.75,6.03,5.87,6.04,2.59
8877,5.75,6.03,5.87,6.04,2.59
8878,5.75,6.03,5.87,6.04,2.59
8879,5.75,6.03,5.87,6.04,2.59
8880,5.75,6.03,5.87,6.04,2.59
8881,5.75,6.03,5.87,6.04,2.59
8882,5.75,6.03,5.87,6.04,2.59
8883,5.75,6.03,5.87,6.04,2.59
8884,5.75,6.03,5.87,6.04,2.59
8885,5.75,6.03,5.87,6.04,2.59
8886,5.75,6.03,5.87,6.04,2.59
8887,5.75,6.03,5.87,6.04,2.59
8888,5.75,6.03,5.87,6.04,2.59
8889,5.75,6.03,5.87,6.04,2.59
8890,5.75,6.03,5.87,6.04,2.59
8891,5.75,6.03,5.87,6.04,2.59
8892,5.75,6.03,5.87,6.04,2.59
8893,5.75,6.03,5.87,6.04,2.59
8894,5.75,6.03,5.87,6.04,2.59
8895,5.75,6.03,5.87,6.04,2.59
8896,5.75,6.03,5.87,6.04,2.59
8897,5.75,6.03,5.87,6.04,2.59
8898,5.75,6.03,5.87,6.04,2.59
8899,5.75,6.03,5.87,6.04,2.59
8900,5.75,6.03,5.87,6.04,2.59
8901,5.75,6.03,5.87,6.04,2.59
8902,5.75,6.03,5.87,6.04,2.59
8903,5.75,6.03,5.87,6.04,2.59
8904,5.75,6.03,5.87,6.04,2.59
8905,5.75,6.03,5.87,6.04,2.59
8906,5.75,6.03,5.87,6.04,2.59
8907,5.75,6.03,5.87,6.04,2.59
8908,5.75,6.03,5.87,6.04,2.59
8909,5.75,6.03,5.87,6.04,2.59
8910,5.75,6.03,5.87,6.04,2.59
8911,5.75,6.03,5.87,6.04,2.59
8912,5.75,6.03,5.87,6.04,2.59
8913,5.75,6.03,5.87,6.04,2.59
8914,5.75,6.03,5.87,6.04,2.59
8915,5.75,6.03,5.87,6.04,2.59
8916,5.75,6.03,5.87,6.04,2.59
8917,5.75,6.03,5.87,6.04,2.59
8918,5.75,6.03,5.87,6.04,2.59
8919,5.75,6.03,5.87,6.04,2.59
8920,5.75,6.03,5.87,6.04,2.59
8921,5.75,6.03,5.87,6.04,2.59
8922,5.75,6.03,5.87,6.04,2.59
8923,5.75,6.03,5.87,6.04,2.59
8924,5.75,6.03,5.87,6.04,2.59
8925,5.75,6.03,5.87,6.04,2.59
8926,5.75,6.03,5.87,6.04,2.59
8927,5.75,6.03,5.87,6.04,2.59
8928,5.75,6.03,5.87,6.04,2.59
8929,5.75,6.03,5.87,6.04,2.59
8930,5.75,6.03,5.87,6.04,2.59
8931,5.75,6.03,5.87,6.04,2.59
8932,5.75,6.03,5.87,6.04,2.59
8933,5.75,6.03,5.87,6.04,2.59
8934,5.75,6.03,5.87,6.04,2.59
8935,5.75,6.03,5.87,6.04,2.59
8936,5.75,6.03,5.87,6.04,2.59
8937,5.75,6.03,5.87,6.04,2.59
8938,5.75,6.03,5.87,6.04,2.59
8939,5.75,6.03,5.87,6.04,2.59
8940,5.75,6.03,5.87,6.04,2.59
8941,5.75,6.03,5.87,6.04,2.59
8942,5.75,6.03,5.87,6.04,2.59
8943,5.75,6.03,5.87,6.04,2.59
8944,5.75,6.03,5.87,6.04,2.59
8945,5.75,6.03,5.87,6.04,2.59
8946,5.75,6.03,5.87,6.04,2.59
8947,5.75,6.03,5.87,6.04,2.59
8948,5.75,6.03,5.87,6.04,2.59
8949,5.75,6.03,5.87,6.04,2.59
8950,5.75,6.03,5.87,6.04,2.59
8951,5.75,6.03,5.87,6.04,2.59
8952,5.75,6.03,5.87,6.04,2.59
8953,5.75,6.03,5.87,6.04,2.59
8954,5.75,6.03,5.87,6.04,2.59
8955,5.75,6.03,5.87,6.04,2.59
8956,5.75,6.03,5.87,6.04,2.59
8957,5.75,6.03,5.87,6.04,2.59
8958,5.75,6.03,5.87,6.04,2.59
8959,5.75,6.03,5.87,6.04,2.59
8960,5.75,6.03,5.87,6.04,2.59
8961,5.75,6.03,5.87,6.04,2.59
8962,5.75,6.03,5.87,6.04,2.59
8963,5.75,6.03,5.87,6.04,2.59
8964,5.75,6.03,5.87,6.04,2.59
8965,5.75,6.03,5.87,6.04,2.59
8966,5.75,6.03,5.87,6.04,2.59
8967,5.75,6.03,5.87,6.04,2.59
8968,5.75,6.03,5.87,6.04,2.59
8969,5.75,6.03,5.87,6.04,2.59
8970,5.75,6.03,5.87,6.04,2.59
8971,5.75,6.03,5.87,6.04,2.59
8972,5.75,6.03,5.87,6.04,2.59
8973,5.75,6.03,5.87,6.04,2.59
8974,5.75,6.03,5.87,6.04,2.59
8975,5.75,6.03,5.87,6.04,2.59
8976,5.75,6.03,5.87,6.04,2.59
8977,5.75,6.03,5.87,6.04,2.59
8978,5.75,6.03,5.87,6.04,2.59
8979,5.75,6.03,5.87,6.04,2.59
8980,5.75,6.03,5.87,6.04,2.59
8981,5.75,6.03,5.87,6.04,2.59
8982,5.75,6.03,5.87,6.04,2.59
8983,5.75,6.03,5.87,6.04,2.59
8984,5.75,6.03,5.87,6.04,2.59
8985,5.75,6.03,5.87,6.04,2.59
8986,5.75,6.03,5.87,6.04,2.59
8987,5.75,6.03,5.87,6.04,2.59
8988,5.75,6.03,5.87,6.04,2.59
8989,5.75,6.03,5.87,6.04,2.59
8990,5.75,6.03,5.87,6.04,2.59
8991,5.75,6.03,5.87,6.04,2.59
8992,5.75,6.03,5.87,6.04,2.59
8993,5.75,6.03,5.87,6.04,2.59
8994,5.75,6.03,5.87,6.04,2.59
8995,5.75,6.03,5.87,6.04,2.59
8996,5.75,6.03,5.87,6.04,2.59
8997,5.75,6.03,5.87,6.04,2.59
8998,5.75,6.03,5.87,6.04,2.59
8999,5.75,6.03,5.87,6.04,2.59
9000,5.75,6.03,5.87,6.04,2.59
9001,5.75,6.03,5.87,6.04,2.59
9002,5.75,6.03,5.87,6.04,2.59
9003,5.75,6.03,5.87,6.04,2.59
9004,5.75,6.03,5.87,6.04,2.59
9005,5.75,6.03,5.87,6.04,2.59
9006,5.75,6.03,5.87,6.04,2.59
9007,5.75,6.03,5.87,6.04,2.59
9008,5.75,6.03,5.87,6.04,2.59
9009,5.75,6.03,5.87,6.04,2.59
9010,5.75,6.03,5.87,6.04,2.59
9011,5.75,6.03,5.87,6.04,2.59
9012,5.75,6.03,5.87,6.04,2.59
9013,5.75,6.03,5.87,6.04,2.59
9014,5.75,6.03,5.87,6.04,2.59
9015,5.75,6.03,5.87,6.04,2.59
9016,5.75,6.03,5.87,6.04,2.59
9017,5.75,6.03,5.87,6.04,2.59
9018,5.75,6.03,5.87,6.04,2.59
9019,5.75,6.03,5.87,6.04,2.59
9020,5.75,6.03,5.87,6.04,2.59
9021,5.75,6.03,5.87,6.04,2.59
9022,5.75,6.03,5.87,6.04,2.59
9023,5.75,6.03,5.87,6.04,2.59
9024,5.75,6.03,5.87,6.04,2.59
9025,5.75,6.03,5.87,6.04,2.59
9026,5.75,6.03,5.87,6.04,2.59
9027,5.75,6.03,5.87,6.04,2.59
9028,5.75,6.03,5.87,6.04,2.59
9029,5.75,6.03,5.87,6.04,2.59
9030,5.75,6.03,5.87,6.04,2.59
9031,5.75,6.03,5.87,6.04,2.59
9032,5.75,6.03,5.87,6.04,2.59
9033,5.75,6.03,5.87,6.04,2.59
9034,5.75,6.03,5.87,6.04,2.59
9035,5.75,6.03,5.87,6.04,2.59
9036,5.75,6.03,5.87,6.04,2.59
9037,5.75,6.03,5.87,6.04,2.59
9038,5.75,6.03,5.87,6.04,2.59
9039,5.75,6.03,5.87,6.04,2.59
9040,5.75,6.03,5.87,6.04,2.59
9041,5.75,6.03,5.87,6.04,2.59
9042,5.75,6.03,5.87,6.04,2.59
9043,5.75,6.03,5.87,6.04,2.59
9044,5.75,6.03,5.87,6.04,2.59
9045,5.75,6.03,5.87,6.04,2.59
9046,5.75,6.03,5.87,6.04,2.59
9047,5.75,6.03,5.87,6.04,2.59
9048,5.75,6.03,5.87,6.04,2.59
9049,5.75,6.03,5.87,6.04,2.59
9050,5.75,6.03,5.87,6.04,2.59
9051,5.75,6.03,5.87,6.04,2.59
9052,5.75,6.03,5.87,6.04,2.59
9053,5.75,6.03,5.87,6.04,2.59
9054,5.75,6.03,5.87,6.04,2.59
9055,5.75,6.03,5.87,6.04,2.59
9056,5.75,6.03,5.87,6.04,2.59
9057,5.75,6.03,5.87,6.04,2.59
9058,5.75,6.03,5.87,6.04,2.59
9059,5.75,6.03,5.87,6.04,2.59
9060,5.75,6.03,5.87,6.04,2.59
9061,5.75,6.03,5.87,6.04,2.59
9062,5.75,6.03,5.87,6.04,2.59
9063,5.75,6.03,5.87,6.04,2.59
9064,5.75,6.03,5.87,6.04,2.59
9065,5.75,6.03,5.87,6.04,2.59
9066,5.75,6.03,5.87,6.04,2.59
9067,5.75,6.03,5.87,6.04,2.59
9068,5.75,6.03,5.87,6.04,2.59
9069,5.75,6.03,5.87,6.04,2.59
9070,5.75,6.03,5.87,6.04,2.59
9071,5.75,6.03,5.87,6.04,2.59
9072,5.75,6.03,5.87,6.04,2.59
9073,5.75,6.03,5.87,6.04,2.59
9074,5.75,6.03,5.87,6.04,2.59
9075,5.75,6.03,5.87,6.04,2.59
9076,5.75,6.03,5.87,6.04,2.59
9077,5.75,6.03,5.87,6.04,2.59
9078,5.75,6.03,5.87,6.04,2.59
9079,5.75,6.03,5.87,6.04,2.59
9080,5.75,6.03,5.87,6.04,2.59
9081,5.75,6.03,5.87,6.04,2.59
9082,5.75,6.03,5.87,6.04,2.59
9083,5.75,6.03,5.87,6.04,2.59
9084,5.75,6.03,5.87,6.04,2.59
9085,5.75,6.03,5.87,6.04,2.59
9086,5.75,6.03,5.87,6.04,2.59
9087,5.75,6.03,5.87,6.04,2.59
9088,5.75,6.03,5.87,6.04,2.59
9089,5.75,6.03,5.87,6.04,2.59
9090,5.75,6.03,5.87,6.04,2.59
9091,5.75,6.03,5.87,6.04,2.59
9092,5.75,6.03,5.87,6.04,2.59
9093,5.75,6.03,5.87,6.04,2.59
9094,5.75,6.03,5.87,6.04,2.59
9095,5.75,6.03,5.87,6.04,2.59
9096,5.75,6.03,5.87,6.04,2.59
9097,5.75,6.03,5.87,6.04,2.59
9098,5.75,6.03,5.87,6.04,2.59
9099,5.75,6.03,5.87,6.04,2.59
9100,5.75,6.03,5.87,6.04,2.59
9101,5.75,6.03,5.87,6.04,2.59
9102,5.75,6.03,5.87,6.04,2.59
9103,5.75,6.03,5.87,6.04,2.59
9104,5.75,6.03,5.87,6.04,2.59
9105,5.75,6.03,5.87,6.04,2.59
9106,5.75,6.03,5.87,6.04,2.59
9107,5.75,6.03,5.87,6.04,2.59
9108,5.75,6.03,5.87,6.04,2.59
9109,5.75,6.03,5.87,6.04,2.59
9110,5.75,6.03,5.87,6.04,2.59
9111,5.75,6.03,5.87,6.04,2.59
9112,5.75,6.03,5.87,6.04,2.59
9113,5.75,6.03,5.87,6.04,2.59
9114,5.75,6.03,5.87,6.04,2.59
9115,5.75,6.03,5.87,6.04,2.59
9116,5.75,6.03,5.87,6.04,2.59
9117,5.75,6.03,5.87,6.04,2.59
9118,5.75,6.03,5.87,6.04,2.59
9119,5.75,6.03,5.87,6.04,2.59
9120,5.75,6.03,5.87,6.04,2.59
9121,5.75,6.03,5.87,6.04,2.59
9122,5.75,6.03,5.87,6.04,2.59
9123,5.75,6.03,5.87,6.04,2.59
9124,5.75,6.03,5.87,6.04,2.59
9125,5.75,6.03,5.87,6.04,2.59
9126,5.75,6.03,5.87,6.04,2.59
9127,5.75,6.03,5.87,6.04,2.59
9128,5.75,6.03,5.87,6.04,2.59
9129,5.75,6.03,5.87,6.04,2.59
9130,5.75,6.03,5.87,6.04,2.59
9131,5.75,6.03,5.87,6.04,2.59
9132,5.75,6.03,5.87,6.04,2.59
9133,5.75,6.03,5.87,6.04,2.59
9134,5.75,6.03,5.87,6.04,2.59
9135,5.75,6.03,5.87,6.04,2.59
9136,5.75,6.03,5.87,6.04,2.59
9137,5.75,6.03,5.87,6.04,2.59
9138,5.75,6.03,5.87,6.04,2.59
9139,5.75,6.03,5.87,6.04,2.59
9140,5.75,6.03,5.87,6.04,2.59
9141,5.75,6.03,5.87,6.04,2.59
9142,5.75,6.03,5.87,6.04,2.59
9143,5.75,6.03,5.87,6.04,2.59
9144,5.75,6.03,5.87,6.04,2.59
9145,5.75,6.03,5.87,6.04,2.59
9146,5.75,6.03,5.87,6.04,2.59
9147,5.75,6.03,5.87,6.04,2.59
9148,5.75,6.03,5.87,6.04,2.59
9149,5.75,6.03,5.87,6.04,2.59
9150,5.75,6.03,5.87,6.04,2.59
9151,5.75,6.03,5.87,6.04,2.59
9152,5.75,6.03,5.87,6.04,2.59
9153,5.75,6.03,5.87,6.04,2.59
9154,5.75,6.03,5.87,6.04,2.59
9155,5.75,6.03,5.87,6.04,2.59
9156,5.75,6.03,5.87,6.04,2.59
9157,5.75,6.03,5.87,6.04,2.59
9158,5.75,6.03,5.87,6.04,2.59
9159,5.75,6.03,5.87,6.04,2.59
9160,5.75,6.03,5.87,6.04,2.59
9161,5.75,6.03,5.87,6.04,2.59
9162,5.75,6.03,5.87,6.04,2.59
9163,5.75,6.03,5.87,6.04,2.59
9164,5.75,6.03,5.87,6.04,2.59
9165,5.75,6.03,5.87,6.04,2.59
9166,5.75,6.03,5.87,6.04,2.59
9167,5.75,6.03,5.87,6.04,2.59
9168,5.75,6.03,5.87,6.04,2.59
9169,5.75,6.03,5.87,6.04,2.59
9170,5.75,6.03,5.87,6.04,2.59
9171,5.75,6.03,5.87,6.04,2.59
9172,5.75,6.03,5.87,6.04,2.59
9173,5.75,6.03,5.87,6.04,2.59
9174,5.75,6.03,5.87,6.04,2.59
9175,5.75,6.03,5.87,6.04,2.59
9176,5.75,6.03,5.87,6.04,2.59
9177,5.75,6.03,5.87,6.04,2.59
9178,5.75,6.03,5.87,6.04,2.59
9179,5.75,6.03,5.87,6.04,2.59
9180,5.75,6.03,5.87,6.04,2.59
9181,5.75,6.03,5.87,6.04,2.59
9182,5.75,6.03,5.87,6.04,2.59
9183,5.75,6.03,5.87,6.04,2.59
9184,5.75,6.03,5.87,6.04,2.59
9185,5.75,6.03,5.87,6.04,2.59
9186,5.75,6.03,5.87,6.04,2.59
9187,5.75,6.03,5.87,6.04,2.59
9188,5.75,6.03,5.87,6.04,2.59
9189,5.75,6.03,5.87,6.04,2.59
9190,5.75,6.03,5.87,6.04,2.59
9191,5.75,6.03,5.87,6.04,2.59
9192,5.75,6.03,5.87,6.04,2.59
9193,5.75,6.03,5.87,6.04,2.59
9194,5.75,6.03,5.87,6.04,2.59
9195,5.75,6.03,5.87,6.04,2.59
9196,5.75,6.03,5.87,6.04,2.59
9197,5.75,6.03,5.87,6.04,2.59
9198,5.75,6.03,5.87,6.04,2.59
9199,5.75,6.03,5.87,6.04,2.59
9200,5.75,6.03,5.87,6.04,2.59
9201,5.75,6.03,5.87,6.04,2.59
9202,5.75,6.03,5.87,6.04,2.59
9203,5.75,6.03,5.87,6.04,2.59
9204,5.75,6.03,5.87,6.04,2.59
9205,5.75,6.03,5.87,6.04,2.59
9206,5.75,6.03,5.87,6.04,2.59
9207,5.75,6.03,5.87,6.04,2.59
9208,5.75,6.03,5.87,6.04,2.59
9209,5.75,6.03,5.87,6.04,2.59
9210,5.75,6.03,5.87,6.04,2.59
9211,5.75,6.03,5.87,6.04,2.59
9212,5.75,6.03,5.87,6.04,2.59
9213,5.75,6.03,5.87,6.04,2.59
9214,5.75,6.03,5.87,6.04,2.59
9215,5.75,6.03,5.87,6.04,2.59
9216,5.75,6.03,5.87,6.04,2.59
9217,5.75,6.03,5.87,6.04,2.59
9218,5.75,6.03,5.87,6.04,2.59
9219,5.75,6.03,5.87,6.04,2.59
9220,5.75,6.03,5.87,6.04,2.59
9221,5.75,6.03,5.87,6.04,2.59
9222,5.75,6.03,5.87,6.04,2.59
9223,5.75,6.03,5.87,6.04,2.59
9224,5.75,6.03,5.87,6.04,2.59
9225,5.75,6.03,5.87,6.04,2.59
9226,5.75,6.03,5.87,6.04,2.59
9227,5.75,6.03,5.87,6.04,2.59
9228,5.75,6.03,5.87,6.04,2.59
9229,5.75,6.03,5.87,6.04,2.59
9230,5.75,6.03,5.87,6.04,2.59
9231,5.75,6.03,5.87,6.04,2.59
9232,5.75,6.03,5.87,6.04,2.59
9233,5.75,6.03,5.87,6.04,2.59
9234,5.75,6.03,5.87,6.04,2.59
9235,5.75,6.03,5.87,6.04,2.59
9236,5.75,6.03,5.87,6.04,2.59
9237,5.75,6.03,5.87,6.04,2.59
9238,5.75,6.03,5.87,6.04,2.59
9239,5.75,6.03,5.87,6.04,2.59
9240,5.75,6.03,5.87,6.04,2.59
9241,5.75,6.03,5.87,6.04,2.59
9242,5.75,6.03,5.87,6.04,2.59
9243,5.75,6.03,5.87,6.04,2.59
9244,5.75,6.03,5.87,6.04,2.59
9245,5.75,6.03,5.87,6.04,2.59
9246,5.75,6.03,5.87,6.04,2.59
9247,5.75,6.03,5.87,6.04,2.59
9248,5.75,6.03,5.87,6.04,2.59
9249,5.75,6.03,5.87,6.04,2.59
9250,5.75,6.03,5.87,6.04,2.59
9251,5.75,6.03,5.87,6.04,2.59
9252,5.75,6.03,5.87,6.04,2.59
9253,5.75,6.03,5.87,6.04,2.59
9254,5.75,6.03,5.87,6.04,2.59
9255,5.75,6.03,5.87,6.04,2.59
9256,5.75,6.03,5.87,6.04,2.59
9257,5.75,6.03,5.87,6.04,2.59
9258,5.75,6.03,5.87,6.04,2.59
9259,5.75,6.03,5.87,6.04,2.59
9260,5.75,6.03,5.87,6.04,2.59
9261,5.75,6.03,5.87,6.04,2.59
9262,5.75,6.03,5.87,6.04,2.59
9263,5.75,6.03,5.87,6.04,2.59
9264,5.75,6.03,5.87,6.04,2.59
9265,5.75,6.03,5.87,6.04,2.59
9266,5.75,6.03,5.87,6.04,2.59
9267,5.75,6.03,5.87,6.04,2.59
9268,5.75,6.03,5.87,6.04,2.59
9269,5.75,6.03,5.87,6.04,2.59
9270,5.75,6.03,5.87,6.04,2.59
9271,5.75,6.03,5.87,6.04,2.59
9272,5.75,6.03,5.87,6.04,2.59
9273,5.75,6.03,5.87,6.04,2.59
9274,5.75,6.03,5.87,6.04,2.59
9275,5.75,6.03,5.87,6.04,2.59
9276,5.75,6.03,5.87,6.04,2.59
9277,5.75,6.03,5.87,6.04,2.59
9278,5.75,6.03,5.87,6.04,2.59
9279,5.75,6.03,5.87,6.04,2.59
9280,5.75,6.03,5.87,6.04,2.59
9281,5.75,6.03,5.87,6.04,2.59
9282,5.75,6.03,5.87,6.04,2.59
9283,5.75,6.03,5.87,6.04,2.59
9284,5.75,6.03,5.87,6.04,2.59
9285,5.75,6.03,5.87,6.04,2.59
9286,5.75,6.03,5.87,6.04,2.59
9287,5.75,6.03,5.87,6.04,2.59
9288,5.75,6.03,5.87,6.04,2.59
9289,5.75,6.03,5.87,6.04,2.59
9290,5.75,6.03,5.87,6.04,2.59
9291,5.75,6.03,5.87,6.04,2.59
9292,5.75,6.03,5.87,6.04,2.59
9293,5.75,6.03,5.87,6.04,2.59
9294,5.75,6.03,5.87,6.04,2.59
9295,5.75,6.03,5.87,6.04,2.59
9296,5.75,6.03,5.87,6.04,2.59
9297,5.75,6.03,5.87,6.04,2.59
9298,5.75,6.03,5.87,6.04,2.59
9299,5.75,6.03,5.87,6.04,2.59
9300,5.75,6.03,5.87,6.04,2.59
9301,5.75,6.03,5.87,6.04,2.59
9302,5.75,6.03,5.87,6.04,2.59
9303,5.75,6.03,5.87,6.04,2.59
9304,5.75,6.03,5.87,6.04,2.59
9305,5.75,6.03,5.87,6.04,2.59
9306,5.75,6.03,5.87,6.04,2.59
9307,5.75,6.03,5.87,6.04,2.59
9308,5.75,6.03,5.87,6.04,2.59
9309,5.75,6.03,5.87,6.04,2.59
9310,5.75,6.03,5.87,6.04,2.59
9311,5.75,6.03,5.87,6.04,2.59
9312,5.75,6.03,5.87,6.04,2.59
9313,5.75,6.03,5.87,6.04,2.59
9314,5.75,6.03,5.87,6.04,2.59
9315,5.75,6.03,5.87,6.04,2.59
9316,5.75,6.03,5.87,6.04,2.59
9317,5.75,6.03,5.87,6.04,2.59
9318,5.75,6.03,5.87,6.04,2.59
9319,5.75,6.03,5.87,6.04,2.59
9320,5.75,6.03,5.87,6.04,2.59
9321,5.75,6.03,5.87,6.04,2.59
9322,5.75,6.03,5.87,6.04,2.59
9323,5.75,6.03,5.87,6.04,2.59
9324,5.75,6.03,5.87,6.04,2.59
9325,5.75,6.03,5.87,6.04,2.59
9326,5.75,6.03,5.87,6.04,2.59
9327,5.75,6.03,5.87,6.04,2.59
9328,5.75,6.03,5.87,6.04,2.59
9329,5.75,6.03,5.87,6.04,2.59
9330,5.75,6.03,5.87,6.04,2.59
9331,5.75,6.03,5.87,6.04,2.59
9332,5.75,6.03,5.87,6.04,2.59
9333,5.75,6.03,5.87,6.04,2.59
9334,5.75,6.03,5.87,6.04,2.59
9335,5.75,6.03,5.87,6.04,2.59
9336,5.75,6.03,5.87,6.04,2.59
9337,5.75,6.03,5.87,6.04,2.59
9338,5.75,6.03,5.87,6.04,2.59
9339,5.75,6.03,5.87,6.04,2.59
9340,5.75,6.03,5.87,6.04,2.59
9341,5.75,6.03,5.87,6.04,2.59
9342,5.75,6.03,5.87,6.04,2.59
9343,5.75,6.03,5.87,6.04,2.59
9344,5.75,6.03,5.87,6.04,2.59
9345,5.75,6.03,5.87,6.04,2.59
9346,5.75,6.03,5.87,6.04,2.59
9347,5.75,6.03,5.87,6.04,2.59
9348,5.75,6.03,5.87,6.04,2.59
9349,5.75,6.03,5.87,6.04,2.59
9350,5.75,6.03,5.87,6.04,2.59
